FNFNUM,CHEM,PPCO
576,PROTEIN,FR
576,PROTOPECTIN,FR
576,PYRUVIC-ACID,FR
576,QUERCETIN,FR
576,QUERCETIN-3-O-RHAMNOSIDE,FR
576,QUERCITRIN,FR
576,RIBOFLAVIN,FR
576,RISHITIN,PL
576,RUBIDIUM,FR
576,RUTIN,FR
576,RUTIN,LF
576,RUTINOSIDE,FR
576,S-METHYL-METHIONINE,FR
576,SALICYLALDEHYDE,FR
576,SELENIUM,FR
576,SERINE,FR
576,SILICON,FR
576,SILVER,FR
576,SODIUM,FR
576,SOLADULCIDINE,SH
576,SOLANINE,FR
576,SQUALENE,FR
576,STARCH,FR
576,STEARIC-ACID,FR
576,STIGMASTEROL,FR
576,STRONTIUM,FR
576,SUCCINIC-ACID,FR
576,SUCROSE,FR
576,SUGARS,FR
576,SULFOQUINOVOSYL-DIACYL-GLYCEROL,LF
576,SULFUR,FR
576,SYRINGALDEHYDE,PL
576,TARTARIC-ACID,FR
576,"TETRA-DECA-CIS-6-ENE-1,3-DIYNE-5,8-DIOL",ST
576,THIAMIN,FR
576,THREONINE,FR
576,TITANIUM,FR
576,"TOMATIDA-3,5-DIENE",SH
576,TOMATIDINE,PL
576,TOMATINE,FL
576,TOMATINE,LF
576,TOMATOSIDE-A,SD
576,TRANS-ACONITIC-ACID,FR
576,"TRANS-METHYL-6-HEPTADIENE-3,5-ON-2",PL
576,TRIACONTANE,FR
576,TRICODECAN-3-ONE,LF
576,TRIDECAN-2-ONE,LF
576,TRIDECAN-3-ONE,LF
576,TRIGONELLINE,RT
576,"TRIMETHYL-2,6,6-HYDROXY-2-CYCLOHEXANONE",FR
576,TRYPTAMINE,FR
576,TRYPTOPHAN,FR
576,TYRAMINE,FR
576,TYROSINE,FR
576,UBIQUINONE-10,TC
576,VALINE,FR
576,VANADIUM,FR
576,VANILLIN,PL
576,VIOLAXANTHIN,FR
576,VIT-B-6,FR
576,WATER,FR
576,XANTHOPHYLL,FR
576,YTTRIUM,FR
576,ZEATIN,FR
576,ZEATIN-GLUCOSIDE,FL
576,ZEATIN-RIBOSIDE,FL
576,ZEAXANTHIN,FR
576,ZETA-CAROTENE,FR
576,ZINC,FR
576,ZIRCONIUM,FR
577,"16-OXOSERRAT-14-EN-3-BETA,21-ALPHA-DIOL",PL
577,"16-OXOSERRAT-14-EN-3-BETA,21-BETA-DIOL",PL
577,"16-OXOSERRAT-14-ENE-3ALPHA,21BETA-DIOL",PL
577,16-OXYSERRATENEDIOL,PL
577,"9,10-DIHYDROXYSTEARIC-ACID",PO
577,"9,10-DIOXYSTEARIC-ACID",PO
577,9-HEXADECANOIC-ACID,PO
577,ALANINE,PO
577,ALKALOIDS,PO
577,ALPHA-ONOCERIN,PL
577,APIGENIN,PL
577,ARGININE,PO
577,ARSENIC,PL
577,AZELAIC-ACID,PL
577,CALCIUM,PL
577,CLAVANOLINE,PL
577,CLAVATINE,PL
577,CLAVATOL,PL
577,CLAVATOXINE,PL
577,CLAVOLONINE,PL
577,COPPER,PL
577,DE-N-METHYL-ALPHA-OBSCURINE,PL
577,DIEPISERRATENEDIOL,ST
577,DIHYDROCAFFEIC-ACID,PL
577,DIHYDROLYCOPODINE,PL
577,FAT,PO
577,FAWCETTIDINE,PL
577,FAWCETTIMINE,PL
577,FERULIC-ACID,PL
577,FLABELLIFORMINE,PL
577,HISTIDINE,PO
577,HYDROCAFFEIC-ACID,PO
577,IRON,PL
577,LINOLEIC-ACID,PO
577,LUCIDOLINE,PL
577,LYCLANINOL,PL
577,LYCLANITIN,PL
577,LYCOCLAVANIN,ST
577,LYCOCLAVANOL,ST
577,LYCOCLAVINE,PL
577,LYCOCRYPTOL,PL
577,LYCODINE,PL
577,LYCODOLINE,PL
577,LYCOPODINE,PL
577,LYCOPOLINE,PL
577,MAGNESIUM,PL
577,MANGANESE,PL
577,MERCURY,PL
577,METHYLLYCOCLAVINE,PL
577,MYRISTIC-ACID,PO
577,N-ACETYL-N-BETA-METHYLPHLEGMARINE,PL
577,NICOTINE,PO
577,O-ACETYLLYCOCLAVINE,PL
577,OLEIC-ACID,PO
577,PALMITIC-ACID,PO
577,POTASSIUM,PL
577,PROLINE,PO
577,PROTOAMINE,PO
577,"SERRAT-14-ENE-3ALPHA,20BETA,21,24-TETRAOL",PL
577,"SERRAT-14-ENE-3ALPHA,21BETA,24-TRIOL-16-ONE",PL
577,"SERRAT-14-ENE-3BETA,21BETA,24-TRIOL",PL
577,SERRATENEDIOL,ST
577,SODIUM,PL
577,SPORONIN,PO
577,VALINE,PO
577,VANILLIC-ACID,PL
577,ZINC,PL
578,16-OXOLYCOCLAVINOL,PL
578,16-OXOSERRATENTRIOL,PL
578,21-EPISERRATENEDIOL,PL
578,21-EPISERRATRIOL,PL
578,HUPERZINE-A,PL
578,HUPERZINE-B,PL
578,LYCOBERGINE,PL
578,LYCODINE,PL
578,LYCODOLINE,PL
578,LYCOPODINE,PL
578,LYCOSERRAMINE,PL
578,LYCOSERRINE,PL
578,LYCOTHUINE,PL
578,"SERRAT-14-ENE-3BETA,21ALPHA,24-TRIOL",PL
578,"SERRAT-14-ENE-3BETA,21ALPHA-DIOL",PL
578,"SERRAT-14-ENE-3BETA,21BETA-DIOL",PL
578,SERRATANIDINE,PL
578,SERRATENEDIOL,PL
578,SERRATIDENE,PL
578,SERRATINE,PL
578,SERRATINIDINE,PL
578,SERRATININE,PL
578,SERRATRIOL,PL
578,TOHOGENINOL,PL
578,TOHOGENOL,PL
579,1-OCTEN-3-OL,PL
579,3-OCTANOL,PL
579,EO,PL
579,GERMACRENE-D,PL
579,LIANLOOL,PL
580,ALKALOIDS,PL
580,APIGENIN-7-MONOGLUCOSIDE,PL
580,ASCORBIC-ACID,PL
580,CAFFEIC-ACID,PL
580,CARYOPHYLLENE-OXIDE,PL
580,CHLOROGENIC-ACID,PL
580,COUMARIN,PL
580,DELTA-CADINENE,PL
580,ELLAGIC-ACID,PL
580,EO,PL
580,FERULIC-ACID,PL
580,FLAVONOIDS,PL
580,GALACTOSE,PL
580,GERMACRENE-D,PL
580,GLUCOSE,PL
580,LITHOSPERMIC-ACID,RT
580,LUTEOLIN-7-MONOGLUCOSIDE,PL
580,RESIN,PL
580,ROSMARINIC-ACID,PL
580,ROSMARINIC-ACID,RT
580,SINAPIC-ACID,PL
580,TRANS-BETA-FARNESENE,PL
580,URSOLIC-ACID,PL
581,1-OCTEN-3-OL,PL
581,ALPHA-PINENE,PL
581,ALPHA-SELINENENE,PL
581,ALPHA-TERPINEOL,PL
581,BETA-PHELLANDRENE,PL
581,BETA-PINENE,PL
581,BETA-SELINENENE,PL
581,CIS-ALPHA-FARNESENE,PL
581,DELTA-CADINENE,PL
581,EO,PL
581,GAMMA-CADINENE,PL
581,GAMMA-MUUROLENE,PL
581,GERMACRENE-D,PL
581,LINALOL,PL
581,MYRCENE,PL
581,SABINENE,PL
581,SPATHULENOL,PL
581,TERPINEN-4-OL,PL
581,VIRIDIFLOROL,PL
582,"1,8-CINEOLE",PL
582,ALPHA-PINENE,PL
582,BETA-BOURBONENE,PL
582,BETA-PINENE,PL
582,CAFFEIC-ACID,PL
582,CHLOROGENIC-ACID,PL
582,CIS-ISOPULEGONE,PL
582,DELTA-CADINENE,PL
582,ELLAGIC-ACID,PL
582,EO,PL
582,GALLIC-ACID,PL
582,GAMMA-MUUROLENE,PL
582,GERMACRENE-D,PL
582,LINALOL,PL
582,LITHOSPERMIC-ACID,PL
582,LITHOSPERMIC-ACID,RT
582,LYCOPIN,PL
582,MYRCENE,PL
582,ROSMARINIC-ACID,PL
582,TANNIC-ACID,PL
582,TANNIN,PL
583,2-(4-HYDROXY-BENZYL)-MALIC-ACID,FL
583,CHRYSANTHEMIN,FL
583,CYANIDIN-3-GLUCOSIDE,FL
583,CYANIDIN-3-SAMBUBIOSIDE,FL
583,DEMETHYLHOMOLYCORINE,BU
583,DEMETHYLLYCORAMINE,BU
583,ETHYLRADIATINE,BU
583,FRUCTANE,BU
583,FRUCTOSE,BU
583,GALANTHAMINE,BU
583,GLUCOSE,BU
583,HAEMANTHAMINE,BU
583,HAEMANTHIDINE,BU
583,HIGANBANAMANNAN,BU
583,HIPPEASTRINE,BU
583,HOMOLYCORINE,BU
583,LYCORAMINE,BU
583,LYCOREMINE,BU
583,LYCORENINE,BU
583,LYCORICYANINCHLORIDE,FL
583,LYCORINE,BU
583,LYCORISINE,BU
583,NORPLUVIINE,BU
583,PHLORACETOPHENOTRIMETHYLETHER,BU
583,PLUVIINE,BU
583,PRETAZETTINE,ST
583,PSEUDOLYCORINE,BU
583,RADIATINE,RH
583,SEKISANINE,BU
583,SEKISANOLINE,BU
583,SQUAMIGERINE,BU
583,STARCH,BU
583,SUCROSE,BU
583,SUISENINE,BU
583,TAZETTINE,BU
583,VITTATINE,PL
584,EPIGALANTHAMINE,BU
584,GALANTHAMINE,BU
584,HIPPEASTRINE,BU
584,HOMOLYCORINE,BU
584,LYCORAMINE,BU
584,LYCORENINE,RH
584,LYCORINE,BU
584,NORPLUVIINE,BU
584,PLUVIINE,BU
584,PSEUDOLYCORINE,BU
584,SQUAMIGERINE,BU
584,TAZETTINE,BU
584,VITTATINE,BU
585,ARSENIC,PO
585,CALCIUM,PO
585,COPPER,PO
585,IRON,PO
585,MAGNESIUM,PO
585,MANGANESE,PO
585,MERCURY,PO
585,POTASSIUM,PO
585,SODIUM,PO
585,ZINC,PO
586,ANTHOCYANINS,FL
586,BETA-SITOSTEROL,PL
586,BUTYL-PHTHALATE,PL
586,CHLOROGENIC-ACID,LF
586,CYANIDIN-3-MONOGALACTOSIDE,FL
586,DIBUTYL-PHTHALATE,PL
586,DIISOBUTYL-PHTHALATE,PL
586,ELLAGIC-ACID,LF
586,GALLOTANNINS,LF
586,ISOBUTYL-PHTHALATE,PL
586,"MALVIDIN-3,5-DIGLUCOSIDE",FL
586,NARCISSIN,PL
586,ORIENTIN,LF
586,P-COUMARIC-ACID,LF
586,PECTIN,LF
586,SALICARIN,PL
586,TANNIN,FL
586,TANNIN,LF
586,TANNIN,RT
586,TANNIN,ST
586,VITEXIN,LF
587,ALANINE,SD
587,ARACHIDIC-ACID,SD
587,ARGININE,SD
587,ASCORBIC-ACID,SD
587,ASH,SD
587,ASPARTIC-ACID,SD
587,BEHENIC-ACID,SD
587,BETA-CAROTENE,SD
587,CALCIUM,SD
587,CARBOHYDRATES,SD
587,COPPER,SD
587,CYANIDIN,PL
587,CYSTINE,SD
587,EICOSENOIC-ACID,SD
587,FAT,SD
587,FIBER,SD
587,GADOLEIC-ACID,SD
587,GLUTAMIC-ACID,SD
587,GLYCINE,SD
587,HISTIDINE,SD
587,IRON,SD
587,ISOLEUCINE,SD
587,KILOCALORIES,SD
587,LAURIC-ACID,SD
587,LEUCINE,SD
587,LINOLEIC-ACID,SD
587,LYSINE,SD
587,MAGNESIUM,SD
587,METHIONINE,SD
587,MUFA,SD
587,MYRISTIC-ACID,SD
587,NIACIN,SD
587,OLEIC-ACID,SD
587,PALMITIC-ACID,SD
587,PALMITOLEIC-ACID,SD
587,PHENYLALANINE,SD
587,PHOSPHORUS,SD
587,POTASSIUM,SD
587,PROLINE,SD
587,PROTEIN,SD
587,PUFA,SD
587,RIBOFLAVIN,SD
587,SERINE,SD
587,SFA,SD
587,SODIUM,SD
587,STEARIC-ACID,SD
587,THIAMIN,SD
587,THREONINE,SD
587,TYROSINE,SD
587,VALINE,SD
587,WATER,SD
587,ZINC,SD
588,ALLOCRYPTOPINE,PL
588,BERBERINE,PL
588,BOCCONINE,PL
588,BOCCONOLINE,PL
588,CHELILUTINE,PL
588,CHELIRUBINE,PL
588,COPTISINE,PL
588,CRYPTOPINE,PL
588,DEHYDROCHEILANTHIFOLINE,PL
588,ETHOXYCHELERYTHRINE,PL
588,ETHOXYSANGUINARINE,PL
588,HELERITRINE,PL
588,HOMOCHELIDONINE,PL
588,MACARPINE,PL
588,OXYSANGUINARINE,PL
588,PROTOPINE,PL
588,PROTOPINE-N-OXIDE,PL
588,SANGUINARINE,LF
589,"1,8-CINEOLE",BK
589,"1,8-CINEOLE",BU
589,"1,8-CINEOLE",FL
589,"1,8-CINEOLE",LF
589,"1,8-CINEOLE",TW
589,1-TERPINEN-4-OL,BK
589,1-TERPINEN-4-OL,BU
589,1-TERPINEN-4-OL,FL
589,1-TERPINEN-4-OL,LF
589,1-TERPINEN-4-OL,TW
589,ALPHA-COPAENE,BK
589,ALPHA-COPAENE,BU
589,ALPHA-COPAENE,FL
589,ALPHA-COPAENE,LF
589,ALPHA-COPAENE,TW
589,ALPHA-HUMULENE,BK
589,ALPHA-HUMULENE,BU
589,ALPHA-HUMULENE,FL
589,ALPHA-HUMULENE,LF
589,ALPHA-HUMULENE,TW
589,ALPHA-MUUROLENE,BU
589,ALPHA-MUUROLENE,FL
589,ALPHA-MUUROLENE,LF
589,ALPHA-MUUROLENE,TW
589,ALPHA-PINENE,BK
589,ALPHA-PINENE,BU
589,ALPHA-PINENE,FL
589,ALPHA-PINENE,LF
589,ALPHA-PINENE,TW
589,ALPHA-TERPINENE,BK
589,ALPHA-TERPINENE,BU
589,ALPHA-TERPINENE,LF
589,ALPHA-TERPINENE,TW
589,ALPHA-TERPINEOL,BK
589,ALPHA-TERPINEOL,BU
589,ALPHA-TERPINEOL,FL
589,ALPHA-TERPINEOL,LF
589,ALPHA-TERPINEOL,TW
589,ARSENIC,FL
589,BETA-BOURBONENE,BK
589,BETA-BOURBONENE,BU
589,BETA-BOURBONENE,FL
589,BETA-BOURBONENE,TW
589,BETA-CARYOPHYLLENE,BK
589,BETA-CARYOPHYLLENE,BU
589,BETA-CARYOPHYLLENE,FL
589,BETA-CARYOPHYLLENE,LF
589,BETA-CARYOPHYLLENE,TW
589,BETA-ELEMENE,BK
589,BETA-ELEMENE,BU
589,BETA-ELEMENE,LF
589,BETA-ELEMENE,TW
589,BETA-EUDESMOL,BK
589,BETA-EUDESMOL,BU
589,BETA-EUDESMOL,FL
589,BETA-EUDESMOL,LF
589,BETA-EUDESMOL,TW
589,BETA-PINENE,BK
589,BETA-PINENE,BU
589,BETA-PINENE,FL
589,BETA-PINENE,LF
589,BETA-PINENE,TW
589,BETA-SELINENE,BU
589,BETA-SELINENE,FL
589,BETA-SELINENE,LF
589,BETA-SELINENE,TW
589,BORNYL-ACETATE,BK
589,BORNYL-ACETATE,BU
589,BORNYL-ACETATE,FL
589,BORNYL-ACETATE,LF
589,BORNYL-ACETATE,TW
589,BURCHELLIN,LF
589,CALAMENENE,BU
589,CALAMENENE,LF
589,CALCIUM,FL
589,CARYOPHYLLENE-OXIDE,BK
589,CARYOPHYLLENE-OXIDE,BU
589,CARYOPHYLLENE-OXIDE,FL
589,CARYOPHYLLENE-OXIDE,LF
589,CARYOPHYLLENE-OXIDE,TW
589,CINEOLE,FL
589,CIS-3-HEXEN-1-OL,BD
589,CIS-3-HEXEN-1-OL,BK
589,CIS-3-HEXEN-1-OL,FL
589,CIS-3-HEXEN-1-OL,LF
589,CITRONELLYL-ACETATE,BK
589,CITRONELLYL-ACETATE,BU
589,CITRONELLYL-ACETATE,FL
589,CITRONELLYL-ACETATE,LF
589,CITRONELLYL-ACETATE,TW
589,COPPER,FL
589,CYANIDIN,PL
589,CYANIDIN-GLYCOSIDE,FL
589,CYANIDIN-GLYCOSIDE,FR
589,D-TRANS-NEROLIDOL,BK
589,D-TRANS-NEROLIDOL,BU
589,D-TRANS-NEROLIDOL,FL
589,D-TRANS-NEROLIDOL,LF
589,D-TRANS-NEROLIDOL,TW
589,D-VERAGUENSIN,LF
589,DELTA-CADINENE,BK
589,DELTA-CADINENE,BU
589,DELTA-CADINENE,FL
589,DELTA-CADINENE,LF
589,DELTA-CADINENE,TW
589,DENUDATIN-A,LF
589,DENUDATIN-B,LF
589,DENUDATONE,LF
589,FUTOENONE,LF
589,GAMMA-MUUROLENE,BU
589,GAMMA-MUUROLENE,FL
589,GAMMA-MUUROLENE,LF
589,GAMMA-MUUROLENE,TW
589,GAMMA-TERPINENE,BK
589,GAMMA-TERPINENE,LF
589,GERANYL-ACETATE,BK
589,GERANYL-ACETATE,BU
589,GERANYL-ACETATE,FL
589,GERANYL-ACETATE,LF
589,GERANYL-ACETATE,TW
589,GERMACRENE-D,BK
589,GERMACRENE-D,BU
589,GERMACRENE-D,LF
589,GERMACRENE-D,PL
589,GERMACRENE-D,TW
589,IRON,FL
589,KAEMPFEROL,PL
589,L-LINALOL,BK
589,L-LINALOL,BU
589,L-LINALOL,FL
589,L-LINALOL,LF
589,L-LINALOL,TW
589,L-MAGNOCURARINE,BK
589,LEUCOCYANIDIN,LF
589,MAGNESIUM,FL
589,MAGNOFLORIN,RT
589,MANGANESE,FL
589,MERCURY,FL
589,METHYL-CHAVICOL,FL
589,MYRCENE,BK
589,MYRCENE,BU
589,MYRCENE,FL
589,MYRCENE,LF
589,MYRCENE,TW
589,N-HEXANOL,LF
589,N-NONADECANE,EL
589,N-PENTADECANE,EL
589,NERYL-ACETATE,BK
589,NERYL-ACETATE,BU
589,NERYL-ACETATE,FL
589,NERYL-ACETATE,LF
589,NERYL-ACETATE,TW
589,P-CYMEN-8-OL,BU
589,P-CYMEN-8-OL,FL
589,P-CYMEN-8-OL,LF
589,P-CYMENE,BK
589,P-CYMENE,BU
589,P-CYMENE,FL
589,P-CYMENE,LF
589,P-CYMENE,TW
589,PAEONIDIN-GLYCOSIDE,FL
589,PAEONIDIN-GLYCOSIDE,FR
589,PINITOL,BK
589,POTASSIUM,FL
589,QUERCETIN,PL
589,RUTIN,FL
589,SABINENE,BK
589,SABINENE,BU
589,SABINENE,FL
589,SABINENE,LF
589,SABINENE,TW
589,SALICIFOLIN,BK
589,SODIUM,FL
589,ZINC,FL
590,ALPHA-PINENE,FL
590,ARSENIC,FL
590,CALCIUM,FL
590,CINEOLE,FL
590,CITRAL,FL
590,COCLAURINE,FL
590,COPPER,FL
590,EUDESMIN,FL
590,FARGESIN,FL
590,IRON,FL
590,LINALOL,FL
590,LIRIORESINOL-B-DIMETHYL-ETHER,FL
590,MAGNESIUM,FL
590,MAGNOLIN,FL
590,MANGANESE,FL
590,MERCURY,FL
590,METHYL-CHAVICOL,FL
590,PINORESINOLDIMETHYL-ETHER,FL
590,POTASSIUM,FL
590,SODIUM,FL
590,ZINC,FL
591,16-HENTRIACONTANOL,SD
591,16-HENTRIACONTANONE,SD
591,ALPHA-PINENE,FL
591,ANETHOLE,EL
591,ARSENIC,FL
591,BETA-SITOSTEROL,SD
591,CAFFEIC-ACID,PL
591,CALCIUM,FL
591,CAMPESTEROL,SD
591,CAPRIC-ACID,FL
591,CINEOLE,FL
591,CITRAL,EL
591,COPPER,FL
591,CYANIDIN-GLYCOSIDE,FL
591,CYANIDIN-GLYCOSIDE,FR
591,EUGENOL,FL
591,IRON,FL
591,KAEMPFEROL,PL
591,KOBUSININ-A,PL
591,KOBUSININ-B,PL
591,MAGNESIUM,FL
591,MAGNOSALIN,FL
591,MANGANESE,FL
591,MERCURY,FL
591,METHYL-CHAVICOL,FL
591,OLEIC-ACID,FL
591,PAEONIDIN-GLYCOSIDE,FL
591,PAEONIDIN-GLYCOSIDE,FR
591,PINITOL,LF
591,POTASSIUM,FL
591,QUERCETIN,PL
591,RUTIN,FL
591,SALICIFOLIN,BK
591,SODIUM,FL
591,STIGMASTEROL,SD
591,SYRINGIN,BK
591,ZINC,FL
592,ALPHA-EUDESMOL,EO
592,ALPHA-PINENE,PL
592,BETA-EUDESMOL,EO
592,BETA-PINENE,PL
592,BORNYL-ACETATE,EO
592,BORNYLMAGNOLIOL,PL
592,CAFFEIC-ACID,PL
592,CALCIUM,BK
592,CARYOPHYLLENE-EPOXIDE,EO
592,COPPER,BK
592,CRYPTOMERIDIOL,EO
592,CYANIDIN,PL
592,EO,BK
592,EUDESMOLS,BK
592,HONOKIOL,PL
592,IRON,BK
592,KAEMPFEROL,PL
592,LIRIODENINE,PL
592,MAGNESIUM,BK
592,MAGNOCURARINE,PL
592,MAGNOFLORINE,PL
592,MAGNOLOL,BK
592,MANGANESE,BK
592,MICHELARBINE,PL
592,POTASSIUM,BK
592,QUERCETIN,PL
592,SALICIFOLINE,PL
592,SODIUM,BK
592,ZINC,BK
593,BERBAMINE,RT
593,BERBERINE,RT
593,CANADINE,PL
593,COLUMBAMINE,PL
593,CORYDINE,PL
593,CORYTUBERINE,PL
593,HYDRASTINE,RT
593,ISOBOLDINE,PL
593,ISOCORYDINE,PL
593,JATRORRHIZINE,PL
593,MAGNOFLORINE,PL
593,MAHONINE,PL
593,OXYACANTHINE,RT
593,PALMATINE,PL
593,RESIN,PL
593,TANNIN,PL
593,TETRAHYDROBERBERINE,PL
593,TETRAHYDROJATRORRHIZINE,PL
594,ASCORBIC-ACID,FR
594,ASH,FR
594,BETA-CAROTENE,FR
594,CALCIUM,FR
594,CARBOHYDRATES,FR
594,FAT,FR
594,FIBER,FR
594,IRON,FR
594,KILOCALORIES,FR
594,MAGNESIUM,FR
594,NIACIN,FR
594,PANTOTHENIC-ACID,FR
594,PHOSPHORUS,FR
594,POTASSIUM,FR
594,PROTEIN,FR
594,RIBOFLAVIN,FR
594,SODIUM,FR
594,THIAMIN,FR
594,VIT-B-6,FR
594,WATER,FR
595,-D-GLUCITOL,PL
595,"1,3,3,-TRIMETHYL-DIOXA-2,7-BICYCLO(2,2,1)HEPTANE",FR
595,1-BUTANOL,PL
595,1-DECYL-ACETATE,PL
595,1-MONO-LINOLEIN,SD
595,1-NONYL-ACETATE,PL
595,1-OCTYL-ACETATE,PL
595,19-HYDROXYURSOLIC-ACID,PL
595,19-HYDROXYURSONIC-ACID,PL
595,"2,4-METHYLENE-CHOLESTEROL",PO
595,2-BUTANOL,PL
595,2-HEPTANOL,PL
595,2-HEXENAL,PL
595,"2-METHYL-2,3-EPOXY-PENTANE",FR
595,2-METHYL-BUT-2-EN-1-AL,FR
595,2-METHYL-BUT-3-EN-1-OL,FR
595,2-METHYL-BUTAN-2-OL,PL
595,2-METHYL-PENTAN-2-OL,PL
595,2-METHYL-PROPEN-1-AL,FR
595,2-PENTANOL,PL
595,2-PHENETHYLACETATE,PL
595,2-PROPANOL,PL
595,20-HYDROXYURSOLIC-ACID,PL
595,"3,4-BENZOPYRENE",FR
595,3-BETA-19-ALPHA-DIHYDROXY-2-OXO-URS-12-EN-28-OIC-ACID,WD
595,3-HYDROXY-OCTYL-BETA-D-GLUCOSIDE,FR
595,3-PENTANOL,PL
595,4-HYDROXYMETHYLPROLINE,PL
595,"5,6-EPOXY-10'-APO-5,6-DIHYDRO-BETA-CAROTENE-3,10'-DIOL",PL
595,6-METHYL-HEPTEN-5-EN-2-ONE,FR
595,7-HEXANOIC-ACID,PL
595,ABSCISIC-ACID,FR
595,ACETALDEHYDE,PL
595,ACETIC-ACID,PL
595,ACETIC-ACID-AMYL-ESTER,PL
595,ACETONE,PL
595,ADENINE,RT
595,ALANINE,FR
595,ALPHA-ALANINE,FR
595,ALPHA-AMINO-BUTYRIC-ACID,PL
595,ALPHA-LINOLENIC-ACID,FR
595,ALPHA-OXOGLUTARIC-ACID,PL
595,ALPHA-TOCOPHEROL,FR
595,ALUMINUM,FR
595,AMMONIA(NH3),PR
595,AMYGDALIN,SD
595,AMYL-ACETATE,PL
595,AMYL-BUTYRATE,PL
595,AMYL-PROPIONATE,PL
595,ANILINE,FR
595,ANILINE,PR
595,ARABINOSE,PL
595,ARGININE,FR
595,ARSENIC,FR
595,ASCORBIC-ACID,FR
595,ASCORBIDASE,PL
595,ASH,FR
595,ASPARAGINE,FR
595,ASPARTIC-ACID,FR
595,AVICULARIN,FR
595,BARIUM,FR
595,BENZOIC-ACID,PL
595,BENZYL-ACETATE,PL
595,BENZYL-AMINE,FR
595,BENZYL-AMINE,PR
595,BETA-ALANINE,FR
595,BETA-CAROTENE,FR
595,BIOTIN,PL
595,BORON,FR
595,BROMINE,FR
595,BUTANOL,PL
595,BUTYL-ACETATE,PL
595,BUTYL-BUTYRATE,PL
595,BUTYL-CAPROATE,PL
595,BUTYL-PROPIONATE,PL
595,BUTYL-VALERIANATE,PL
595,CADMIUM,FR
595,CAFFEETANNIN,PL
595,CAFFEIC-ACID,FR
595,CALCIUM,FR
595,CALCIUM-OXALATE,PL
595,CAPROALDEHYDE,PL
595,CAPROIC-ACID-AMYL-ESTER,PL
595,CAPRYLIC-ESTER,PL
595,CARBOHYDRATES,FR
595,CAROTENOIDS,PL
595,CATALASE,PL
595,CHLOROGENIC-ACID,FR
595,CHLOROPHYLL,FR
595,CHROMIUM,FR
595,"CIS-2,TRANS-4-ABSCISIC-ACID",BK
595,CIS-N-HEX-3-EN-1-OL,PL
595,CITRAMALIC-ACID,PL
595,CITRIC-ACID,PL
595,COBALT,FR
595,COPPER,FR
595,COUMARIC-ACID,PL
595,CREATINE,SH
595,CUTIN,PR
595,CYANIDIN,LF
595,"CYANIDIN-3,5-DIGLUCOSIDE",CY
595,CYANIDIN-3-ARABINOSIDE,PL
595,CYANIDIN-3-GALACTOSIDE,PL
595,CYANIDIN-7-ARABINOSIDE,PL
595,CYSTINE,PL
595,D-2-METHYLBUTAN-1-OL,PL
595,D-CATECHIN,FR
595,D-GALACTURONIC-ACID,PL
595,D-GLUCONIC-ACID,PL
595,D-L-NONACOSANOL,PL
595,DECENOIC-ACID,PL
595,DEHYDROASCORBIC-ACID,PL
595,DIASTASE,PL
595,DIETHYL-AMINE,FR
595,DIGALACTOSYL-DIGLYCERIDE,FR
595,DIHYDROXYTRICARBALLYLIC-ACID,FR
595,DIPHOSPHATIDYL-GLYCEROL,FR
595,EO,FR
595,ESTRAGOLE,EO
595,ESTRONE,SD
595,ETHANOL,PL
595,ETHYL-ACETATE,PL
595,ETHYL-AMINE,FR
595,ETHYL-BUTYRATE,PL
595,ETHYL-CAPROATE,PL
595,ETHYL-CROTONATE,PL
595,ETHYL-DECENOATE,PL
595,ETHYL-DODECANOATE,PL
595,ETHYL-HEXANOATE,PL
595,ETHYL-ISOBUTYRATE,PL
595,ETHYL-METHYLBUTYRATE,PL
595,ETHYL-NONANOATE,PL
595,ETHYL-OCTANOATE,PL
595,ETHYL-PENTANOATE,PL
595,ETHYL-PHENACETATE,PL
595,ETHYL-PROPIONATE,PL
595,ETHYL-VALERIANATE,PL
595,FARNESENE,PR
595,FAT,FR
595,FAT,SD
595,FERULIC-ACID,FR
595,FIBER,FR
595,FLUORINE,FR
595,FOLACIN,FR
595,FORMIC-ACID,PL
595,FR,PL
595,FRUCTOSE,FR
595,FUMARIC-ACID,PL
595,GALACTANASE,PL
595,GALACTARIC-ACID,PL
595,GAMMA-GUANIDINOBUTRAMIDE,SH
595,GAMMA-GUANIDINOBUTYRIC-ACID,SH
595,GAMMA-GUANIDINOPROPIONIC-ACID,SH
595,GAMMA-METHYL-PROLINE,PL
595,GERANIOL,PL
595,GLUCOCEREBROSIDE,PL
595,GLUCOSE,FR
595,GLUTAMIC-ACID,FR
595,GLUTAMINE,PL
595,GLYCERIC-ACID,PL
595,GLYCINE,PL
595,GLYCOLIC-ACID,PL
595,GLYOXYLIC-ACID,PL
595,GUANIDINE,SH
595,GUANIDINOACETIC-ACID,SH
595,GUANIDINOSUCCINIC-ACID,SH
595,HEMICELLULOSE,PL
595,HEPTACOSANE,PL
595,HEPTENOIC-ACID,PL
595,HEXACOSANOL,PL
595,HEXANOL,PL
595,HEXYL-ACETATE,PL
595,HEXYL-BUTYRATE,PL
595,HEXYL-FORMATE,PL
595,HISTIDINE,FR
595,HYDROXYCINNAMIC-ACID,FR
595,HYPERIN,PL
595,HYPEROSIDE,FR
595,I-BUTYL-OCTANOATE,PL
595,I-BUTYL-PROPIOANTE,PL
